online_order,book_table,rate,votes,cost,BTM,Banashankari,Banaswadi,Bannerghatta Road,Basavanagudi,Basaveshwara Nagar,Bellandur
1,0,3.8,74,6.620073207,0,0,0,0,0,0,0
1,0,3.8,127,5.991464547,1,0,0,0,0,0,0
1,0,2.9,13,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,3.8,258,6.396929655,0,0,0,0,0,0,0
1,0,4,758,5.521460918,0,0,0,0,0,0,0
0,0,3.3,16,6.330121123,1,0,0,0,0,0,0
0,0,3.2,9,5.298317367,0,0,0,0,0,0,0
0,0,3.2,9,4.605170186,1,0,0,0,0,0,0
1,0,4.1,991,6.396929655,0,0,0,0,0,0,0
1,0,4.5,2071,7.090076836,0,0,0,0,0,0,0
1,0,3.6,68,5.703782475,1,0,0,0,0,0,0
1,0,4,611,6.684611728,0,0,0,0,0,0,0
1,0,3,6,5.298317367,0,0,0,0,0,0,0
1,0,3.700448818,0,6.551080335,0,0,0,0,0,0,0
1,0,2.7,73,6.396929655,1,0,0,0,0,0,0
1,0,3.8,83,5.991464547,0,0,0,0,0,0,0
1,0,3.9,522,6.214608098,0,0,0,0,0,0,0
1,0,3.9,28,5.298317367,0,0,0,0,0,0,0
1,0,3.5,15,5.991464547,1,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,1,3.5,27,6.551080335,0,0,0,0,0,0,0
1,0,4,870,6.214608098,1,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.5,16,5.298317367,1,0,0,0,0,0,0
1,0,3.5,304,5.991464547,0,0,0,0,0,0,0
1,0,3.8,88,6.396929655,0,0,0,0,0,0,0
1,0,3.1,5,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,1,0,0,0,0,0,0
1,1,4.1,256,6.620073207,0,0,0,0,0,0,0
1,0,3.7,141,6.214608098,0,0,0,0,0,0,0
1,0,4.4,2867,6.396929655,0,0,0,0,0,0,0
1,0,3.6,24,5.991464547,1,0,0,0,0,0,0
1,0,3.5,21,5.857933154,0,0,0,0,0,0,0
1,0,3.4,5,5.991464547,0,0,0,0,0,0,0
1,0,3.7,52,5.010635294,0,0,0,0,0,0,0
1,0,3.7,24,6.214608098,0,0,0,0,0,0,0
1,0,3.8,123,5.991464547,0,0,0,0,0,0,0
1,1,3.9,597,7.090076836,0,0,0,0,0,0,0
1,0,3.9,33,5.298317367,0,0,0,0,0,0,0
1,0,3.3,6,5.857933154,1,0,0,0,0,0,0
1,0,3.6,41,6.214608098,0,0,0,0,0,0,0
1,0,2.8,189,5.991464547,0,0,0,0,0,0,0
1,0,3.8,283,5.991464547,0,0,0,0,0,0,0
1,0,3.6,485,6.551080335,0,0,0,0,0,0,0
1,0,4.2,163,5.703782475,0,0,0,0,0,0,0
1,0,3.7,42,5.703782475,0,0,0,0,0,0,0
1,0,3.8,231,6.396929655,0,0,0,0,0,0,0
1,0,3.4,24,6.214608098,1,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,1,3.9,143,6.907755279,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,3.3,4,5.298317367,0,0,0,0,0,0,0
1,0,3.5,125,6.309918278,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,1,4.3,162,6.684611728,0,0,0,0,0,0,0
1,0,3.5,16,5.703782475,0,0,0,0,0,0,0
0,0,4.1,445,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
1,0,2.6,74,6.551080335,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,1,0,0,0,0,0,0
1,0,3.7,61,5.857933154,1,0,0,0,0,0,0
1,0,3.2,7,5.298317367,0,0,0,0,0,0,0
1,0,3.6,71,5.857933154,1,0,0,0,0,0,0
1,0,2.6,21,6.551080335,0,0,0,0,0,0,0
1,0,3.4,239,5.991464547,1,0,0,0,0,0,0
1,1,4.9,2217,7.313220387,0,0,0,0,0,0,0
1,0,4.1,306,6.396929655,0,0,0,0,0,0,0
1,0,4.1,67,6.907755279,0,0,0,0,0,0,0
1,0,3.7,455,5.991464547,0,0,0,0,0,0,0
1,0,3.9,121,5.991464547,0,0,0,0,0,0,0
1,0,3.9,85,5.991464547,0,0,0,0,0,0,0
0,0,2.5,547,6.109247583,0,0,0,0,0,0,0
1,0,3.5,16,5.010635294,0,0,0,0,0,0,0
1,0,3.3,4,5.521460918,1,0,0,0,0,0,0
1,1,3.7,49,5.703782475,1,0,0,0,0,0,0
1,0,3.2,5,6.214608098,0,0,0,0,0,0,0
1,1,4.1,1326,6.684611728,0,0,0,0,0,0,0
1,0,3.8,178,6.684611728,0,0,0,0,0,0,0
1,1,3.9,202,6.214608098,0,0,0,0,0,0,0
1,0,3.1,13,5.857933154,0,0,0,0,0,0,0
1,0,3.3,4,5.298317367,0,0,0,0,0,0,0
1,1,4.5,1888,7.090076836,0,0,0,0,0,0,0
1,0,3.7,19,5.298317367,0,0,0,0,0,0,0
1,0,3,137,6.476972363,0,0,0,0,0,0,0
1,0,3.6,165,6.214608098,0,0,0,0,0,0,0
1,0,3.3,7,6.214608098,0,0,0,0,0,0,0
1,0,3.6,16,5.703782475,1,0,0,0,0,0,0
1,0,3.5,12,5.521460918,1,0,0,0,0,0,0
1,1,3.7,291,6.620073207,0,0,0,0,0,0,0
1,1,3.9,161,6.802394763,0,0,0,0,0,0,0
1,0,3.6,23,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,3.6,59,5.703782475,0,0,0,0,0,0,0
1,0,3.5,74,6.396929655,0,0,0,0,0,0,0
1,1,3.8,1168,6.396929655,0,0,0,0,0,0,0
1,0,4.3,791,6.907755279,0,0,0,0,0,0,0
1,1,4,795,6.802394763,0,0,0,0,0,0,0
0,0,4.1,724,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,4.605170186,1,0,0,0,0,0,0
1,0,3.4,7,5.298317367,0,0,0,0,0,0,0
1,0,3.5,10,5.298317367,0,0,0,0,0,0,0
1,0,3.5,12,5.991464547,1,0,0,0,0,0,0
1,0,3.8,57,6.551080335,0,0,0,0,0,0,0
1,0,3.9,71,6.907755279,1,0,0,0,0,0,0
1,1,3.7,113,6.684611728,0,0,0,0,0,0,0
1,0,3.8,48,5.703782475,0,0,0,0,0,0,0
1,1,3.7,109,6.802394763,0,0,0,0,0,0,0
1,0,3.1,7,6.214608098,0,0,0,0,0,0,0
0,0,3.9,220,5.521460918,0,0,0,0,0,0,0
1,0,3.5,21,6.214608098,0,0,0,0,0,0,0
1,0,3.9,475,6.396929655,0,0,0,0,0,0,0
0,0,3.8,20,6.330121123,0,0,0,0,0,0,0
0,0,2.8,289,5.521460918,0,0,0,0,0,0,0
0,0,3.2,13,6.330121123,0,0,0,0,0,0,0
1,0,3.5,31,6.551080335,0,0,0,0,0,0,0
1,1,4.1,221,6.907755279,0,0,0,0,0,0,0
1,0,3.3,4,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,1,0,0,0,0,0,0
1,0,3.8,117,6.396929655,1,0,0,0,0,0,0
1,0,3.6,22,5.703782475,0,0,0,0,0,0,0
1,0,3.7,32,6.802394763,1,0,0,0,0,0,0
1,1,4.1,152,6.396929655,0,0,0,0,0,0,0
1,0,3.6,50,6.214608098,0,0,0,0,0,0,0
1,0,3.4,10,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,1,0,0,0,0,0,0
1,0,3.5,9,5.991464547,0,0,0,0,0,0,0
1,0,3.9,450,6.309918278,0,0,0,0,0,0,0
1,0,3,28,6.214608098,0,0,0,0,0,0,0
1,0,3.4,10,5.298317367,0,0,0,0,0,0,0
1,1,3.9,535,6.802394763,0,0,0,0,0,0,0
0,0,2.8,53,6.396929655,0,0,0,0,0,0,0
0,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,1,4.5,3156,7.313220387,0,0,0,0,0,0,0
1,0,2.8,79,5.703782475,0,0,0,0,0,0,0
1,1,4,404,6.684611728,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,3.9,95,5.857933154,0,0,0,0,0,0,0
1,0,3.4,19,5.298317367,1,0,0,0,0,0,0
1,0,4,684,5.521460918,0,0,0,0,0,0,0
1,0,3,61,6.476972363,1,0,0,0,0,0,0
1,0,4.1,37,6.214608098,0,0,0,0,0,0,0
1,0,3.3,5,5.298317367,1,0,0,0,0,0,0
1,0,4,314,6.684611728,0,0,0,0,0,0,0
1,0,3.3,19,5.703782475,0,0,0,0,0,0,0
0,0,3.6,16,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.6,12,6.476972363,0,0,0,0,0,0,0
0,0,3.7,13,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
1,0,3.1,11,5.521460918,0,0,0,0,0,0,0
1,1,4.4,3673,7.244227516,0,0,0,0,0,0,0
1,0,2.9,361,6.109247583,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.8,18,6.745236349,0,0,0,0,0,0,0
0,0,3.6,9,6.396929655,0,0,0,0,0,0,0
0,0,3.7,99,6.551080335,0,0,0,0,0,0,0
1,0,3.1,223,6.214608098,1,0,0,0,0,0,0
1,0,3.4,6,5.298317367,0,0,0,0,0,0,0
1,0,3.9,823,6.620073207,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,4.1,293,6.396929655,0,0,0,0,0,0,0
1,0,3.1,53,6.620073207,0,0,0,0,0,0,0
1,0,4.1,1003,6.551080335,0,0,0,0,0,0,0
1,0,3.7,62,6.214608098,0,0,0,0,0,0,0
1,0,4,211,5.991464547,0,0,0,0,0,0,0
1,0,3.9,49,5.991464547,0,0,0,0,0,0,0
1,0,3.2,10,5.521460918,1,0,0,0,0,0,0
1,0,3.3,12,5.521460918,1,0,0,0,0,0,0
0,1,3.5,43,6.551080335,0,0,0,0,0,0,0
0,0,3.8,31,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,4,201,6.684611728,0,0,0,0,0,0,0
1,0,3,13,5.991464547,0,0,0,0,0,0,0
1,0,3.9,226,6.109247583,0,0,0,0,0,0,0
1,0,3.5,18,5.298317367,0,0,0,0,0,0,0
1,0,3.1,9,6.396929655,0,0,0,0,0,0,0
1,0,3.6,45,5.703782475,0,0,0,0,0,0,0
1,1,4.5,3467,7.170119543,0,0,0,0,0,0,0
1,0,3.6,82,5.991464547,0,0,0,0,0,0,0
1,1,3.9,224,6.684611728,0,0,0,0,0,0,0
1,0,3.8,22,6.214608098,0,0,0,0,0,0,0
0,0,3.4,6,5.703782475,0,0,0,0,0,0,0
1,0,3.6,11,5.298317367,1,0,0,0,0,0,0
1,0,4,529,5.857933154,0,0,0,0,0,0,0
1,1,3.9,484,6.551080335,0,0,0,0,0,0,0
1,1,4.2,2620,7.170119543,0,0,0,0,0,0,0
1,0,3.8,12,5.703782475,0,0,0,0,0,0,0
1,0,3.5,6,5.298317367,0,0,0,0,0,0,0
1,0,3.4,4,5.521460918,0,0,0,0,0,0,0
1,0,3.6,113,5.991464547,0,0,0,0,0,0,0
1,0,4.1,845,6.551080335,0,0,0,0,0,0,0
1,0,3.6,119,6.309918278,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,3.4,30,6.214608098,0,0,0,0,0,0,0
1,0,3.7,502,6.214608098,0,0,0,0,0,0,0
1,0,4,1110,6.214608098,0,0,0,0,0,0,0
1,0,4,195,6.214608098,0,0,0,0,0,0,0
1,0,3.8,464,5.703782475,1,0,0,0,0,0,0
1,1,4.4,1853,7.003065459,0,0,0,0,0,0,0
1,0,4.4,384,5.703782475,0,0,0,0,0,0,0
0,0,3.3,11,5.703782475,0,0,0,0,0,0,0
1,0,3.4,6,6.214608098,0,0,0,0,0,0,0
1,0,3.1,248,6.214608098,0,0,0,0,0,0,0
1,0,3.7,21,5.703782475,0,0,0,0,0,0,0
1,0,3.5,5,6.684611728,0,0,0,0,0,0,0
1,0,4,494,6.684611728,0,0,0,0,0,0,0
1,0,3.7,15,5.521460918,0,0,0,0,0,0,0
1,0,3.9,38,5.298317367,0,0,0,0,0,0,0
1,0,2.6,54,6.396929655,1,0,0,0,0,0,0
1,0,3.4,11,5.703782475,0,0,0,0,0,0,0
1,1,4.1,672,6.802394763,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,1,4.3,519,7.824046011,0,0,0,0,0,0,0
1,0,3.7,41,6.396929655,1,0,0,0,0,0,0
1,0,3.4,433,6.214608098,0,0,0,0,0,0,0
1,0,3.8,110,5.991464547,0,0,0,0,0,0,0
1,1,4.2,767,7.43838353,0,0,0,0,0,0,0
1,0,3.8,34,5.857933154,0,0,0,0,0,0,0
1,0,3.8,215,6.551080335,0,0,0,0,0,0,0
1,0,3.6,14,5.298317367,1,0,0,0,0,0,0
1,0,3.4,8,5.857933154,0,0,0,0,0,0,0
1,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
1,0,3.7,95,5.010635294,0,0,0,0,0,0,0
1,0,4.2,185,5.703782475,1,0,0,0,0,0,0
1,0,3.2,42,5.857933154,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.7,67,5.010635294,1,0,0,0,0,0,0
1,1,4,1862,6.396929655,0,0,0,0,0,0,0
1,0,3.7,24,6.309918278,0,0,0,0,0,0,0
1,0,3.7,175,5.991464547,0,0,0,0,0,0,0
1,0,3.1,175,6.109247583,0,0,0,0,0,0,0
0,0,3.8,14,5.521460918,0,0,0,0,0,0,0
0,0,3.8,122,6.330121123,0,0,0,0,0,0,0
1,0,3.2,5,6.309918278,0,0,0,0,0,0,0
1,0,3.1,21,5.703782475,0,0,0,0,0,0,0
1,1,4,1513,6.802394763,0,0,0,0,0,0,0
1,0,3.2,6,5.521460918,0,0,0,0,0,0,0
1,0,3.6,34,5.703782475,1,0,0,0,0,0,0
1,0,3.7,21,6.214608098,1,0,0,0,0,0,0
1,0,3.6,11,5.991464547,0,0,0,0,0,0,0
1,0,3.7,57,5.991464547,0,0,0,0,0,0,0
1,0,3.6,48,5.703782475,0,0,0,0,0,0,0
1,0,3.8,103,5.991464547,0,0,0,0,0,0,0
1,0,2.1,253,6.214608098,0,0,0,0,0,0,0
1,0,3.8,211,6.396929655,0,0,0,0,0,0,0
1,0,3.7,39,6.214608098,0,0,0,0,0,0,0
1,0,4.3,169,6.109247583,0,0,0,0,0,0,0
1,0,2.9,36,5.991464547,0,0,0,0,0,0,0
1,0,3.3,5,4.605170186,0,0,0,0,0,0,0
1,0,3.5,283,5.857933154,1,0,0,0,0,0,0
0,0,4.3,2303,6.684611728,0,0,0,0,0,0,0
0,0,3.8,1161,6.476972363,0,0,0,0,0,0,0
1,0,3.8,24,6.551080335,1,0,0,0,0,0,0
1,0,3.6,42,5.521460918,1,0,0,0,0,0,0
1,0,3.7,26,6.551080335,1,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,1,4.3,2246,7.003065459,0,0,0,0,0,0,0
0,0,3.6,39,5.991464547,1,0,0,0,0,0,0
0,0,4.1,183,5.010635294,0,0,0,0,0,0,0
0,0,3.7,107,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.2,6,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.857933154,1,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.8,89,5.703782475,0,0,0,0,0,0,0
0,0,3.3,4,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.6,14,5.703782475,0,0,0,0,0,0,0
0,0,3.3,5,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,6.330121123,0,0,0,0,0,0,0
0,0,3.4,8,5.991464547,0,0,0,0,0,0,0
0,0,3.4,11,5.298317367,0,0,0,0,0,0,0
0,0,3.3,4,5.991464547,0,0,0,0,0,0,0
0,0,2.8,26,6.476972363,0,0,0,0,0,0,0
0,0,3.4,7,5.521460918,0,0,0,0,0,0,0
0,0,3,15,6.214608098,1,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.3,4,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.6,23,6.684611728,0,0,0,0,0,0,0
0,0,3.6,21,5.298317367,0,0,0,0,0,0,0
0,0,3.7,20,6.396929655,0,0,0,0,0,0,0
0,0,3.5,11,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,6.309918278,0,0,0,0,0,0,0
0,0,3.7,27,5.521460918,1,0,0,0,0,0,0
0,0,3.5,11,5.991464547,0,0,0,0,0,0,0
0,0,3.3,7,5.010635294,0,0,0,0,0,0,0
0,0,3.7,17,5.703782475,0,0,0,0,0,0,0
0,0,3.3,7,6.396929655,1,0,0,0,0,0,0
0,0,3.5,4,6.684611728,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.2,4,5.703782475,1,0,0,0,0,0,0
0,0,3.700448818,0,6.309918278,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,1,0,0,0,0,0,0
0,0,3.8,196,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,6.309918278,0,0,0,0,0,0,0
1,0,3.4,25,5.298317367,0,0,0,0,0,0,0
1,0,3.8,23,5.703782475,0,0,0,0,0,0,0
1,0,3.5,14,6.396929655,0,0,0,0,0,0,0
1,0,3,53,6.214608098,0,0,0,0,0,0,0
1,0,3.5,11,5.703782475,0,0,0,0,0,0,0
1,0,3.3,26,5.991464547,0,0,0,0,0,0,0
1,0,3.4,55,6.214608098,1,0,0,0,0,0,0
0,0,2.9,21,6.109247583,0,0,0,0,0,0,0
1,0,3.3,10,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,4.1,76,6.109247583,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.8,254,6.396929655,1,0,0,0,0,0,0
1,0,3.4,212,6.684611728,0,0,0,0,0,0,0
1,0,3.1,40,5.991464547,1,0,0,0,0,0,0
0,0,3.3,4,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
1,0,3.6,132,6.396929655,1,0,0,0,0,0,0
1,0,3.5,33,6.396929655,0,0,0,0,0,0,0
1,0,3,20,6.396929655,0,0,0,0,0,0,0
1,0,3.7,46,6.396929655,1,0,0,0,0,0,0
1,0,3.6,25,6.214608098,0,0,0,0,0,0,0
1,0,3.2,4,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.5,4,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.6,16,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.1,120,6.214608098,0,0,0,0,0,0,0
1,0,3,7,5.991464547,0,0,0,0,0,0,0
1,0,3.3,334,5.991464547,1,0,0,0,0,0,0
1,0,3.7,67,5.703782475,1,0,0,0,0,0,0
0,0,4.1,324,6.551080335,0,0,0,0,0,0,0
0,0,3.8,47,6.396929655,0,0,0,0,0,0,0
1,0,3.6,243,6.684611728,0,0,0,0,0,0,0
0,0,3.700448818,0,6.551080335,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,1,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,1,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,1,0,0,0,0,0,0
1,0,4,177,5.703782475,0,0,0,0,0,0,0
1,0,3.2,47,5.703782475,0,0,0,0,0,0,0
1,0,3.3,38,5.991464547,0,0,0,0,0,0,0
0,0,3.7,32,6.214608098,0,0,0,0,0,0,0
1,1,4.1,601,7.003065459,0,0,0,0,0,0,0
1,0,3.3,4,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,3.4,5,5.703782475,0,0,0,0,0,0,0
1,0,3.7,47,5.298317367,1,0,0,0,0,0,0
1,0,2.6,33,6.214608098,1,0,0,0,0,0,0
0,0,3.4,7,5.010635294,0,0,0,0,0,0,0
1,0,3.6,10,6.551080335,0,0,0,0,0,0,0
1,0,3.6,16,6.802394763,0,0,0,0,0,0,0
1,1,3.7,1014,7.170119543,0,0,0,0,0,0,0
1,0,3.8,17,5.298317367,0,0,0,0,0,0,0
1,0,3.7,51,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,3.4,29,6.620073207,1,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,3.700448818,0,6.109247583,1,0,0,0,0,0,0
1,0,3.8,38,6.214608098,0,0,0,0,0,0,0
0,0,3.9,34,5.010635294,0,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,3.1,30,6.214608098,1,0,0,0,0,0,0
0,1,4.5,3909,6.907755279,0,0,0,0,0,0,0
1,0,3.8,86,4.605170186,0,0,0,0,0,0,0
1,1,4.1,1697,7.090076836,0,0,0,0,0,0,0
0,1,4.8,4441,6.907755279,0,0,0,0,0,0,0
1,0,3.7,47,6.684611728,0,0,0,0,0,0,0
1,0,3.1,140,6.396929655,1,0,0,0,0,0,0
1,0,3.5,14,6.214608098,0,0,0,0,0,0,0
1,0,3.3,16,5.991464547,0,0,0,0,0,0,0
1,0,3.1,15,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,3.5,34,6.476972363,0,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,3.5,7,4.605170186,0,0,0,0,0,0,0
0,1,4,2155,6.907755279,0,0,0,0,0,0,0
0,1,4,1758,7.377758908,0,0,0,0,0,0,0
0,0,3.8,4648,7.60090246,0,0,0,0,0,0,0
0,1,3.9,1389,7.244227516,0,0,0,0,0,0,0
0,0,4.7,14694,6.802394763,0,0,0,0,0,0,0
0,0,3,15,6.907755279,1,0,0,0,0,0,0
1,0,4.2,218,6.396929655,0,0,0,0,0,0,0
1,0,3.4,25,6.309918278,0,0,0,0,0,0,0
0,0,3.8,23,6.330121123,0,0,0,0,0,0,0
1,0,3.2,42,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,6.330121123,0,0,0,1,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,4.3,1901,5.991464547,0,0,0,0,0,0,0
1,0,3.5,16,5.298317367,0,0,0,0,0,0,0
1,0,2.8,5,5.298317367,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.4,9,5.703782475,0,0,0,0,0,0,0
1,0,3.4,10,5.703782475,0,0,0,0,0,0,0
0,0,3.1,4,5.703782475,1,0,0,0,0,0,0
1,0,3.2,8,5.703782475,0,0,0,0,0,0,0
1,0,3.4,9,5.991464547,0,0,0,0,0,0,0
0,0,4.5,3842,6.684611728,0,0,0,0,0,0,0
0,0,4.1,2731,7.170119543,0,0,0,0,0,0,0
1,0,3.9,17,5.991464547,0,0,0,0,0,0,0
0,0,4.2,1531,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.1,247,5.298317367,0,0,0,0,0,0,0
0,1,4.5,684,7.244227516,0,0,0,0,0,0,0
0,0,4.1,1225,5.991464547,0,0,0,0,0,0,0
0,0,4.1,439,6.214608098,0,0,0,0,0,0,0
0,0,4.3,995,5.857933154,0,0,0,0,0,0,0
0,1,3.8,321,6.684611728,0,0,0,0,0,0,0
0,1,4.5,548,6.802394763,0,0,0,0,0,0,0
0,0,4.1,2448,6.551080335,0,0,0,0,0,0,0
0,0,4.3,450,5.991464547,0,0,0,0,0,0,0
0,0,4.2,676,6.476972363,0,0,0,0,0,0,0
0,0,4.1,43,5.010635294,0,0,0,0,0,0,0
0,1,4.1,450,6.476972363,0,0,0,0,0,0,0
0,1,4.5,324,7.090076836,0,0,0,0,0,0,0
0,0,4.4,316,5.703782475,1,0,0,0,0,0,0
1,0,3.6,16,6.214608098,0,0,0,0,0,0,0
0,0,3.9,69,7.313220387,0,0,0,0,0,0,0
0,0,4.5,940,5.298317367,0,0,0,0,0,0,0
0,0,3.8,69,5.703782475,1,0,0,0,0,0,0
0,0,4.3,236,5.857933154,0,0,0,0,0,0,0
1,1,3.9,65,6.396929655,1,0,0,0,0,0,0
0,0,3.5,12,5.298317367,0,0,0,0,0,0,0
0,0,4.5,42,6.684611728,0,0,0,0,0,0,0
0,0,3.5,17,5.298317367,1,0,0,0,0,0,0
0,0,3.4,6,5.991464547,0,0,0,0,0,0,0
0,0,3.1,117,5.298317367,0,0,0,0,0,0,0
0,0,3.6,20,5.703782475,1,0,0,0,0,0,0
0,0,3.3,8,6.214608098,1,0,0,0,0,0,0
0,0,3.2,15,5.298317367,1,0,0,0,0,0,0
0,0,3.5,17,5.521460918,0,0,0,0,0,0,0
0,0,3.3,9,6.330121123,0,0,0,0,0,0,0
0,0,3.9,154,5.298317367,0,0,0,0,0,0,0
0,0,3.9,164,5.991464547,0,0,0,0,0,0,0
