online_order,book_table,rate,votes,cost,BTM,Banashankari,Banaswadi,Bannerghatta Road,Basavanagudi,Basaveshwara Nagar,Bellandur
0,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
0,0,3.5,52,5.703782475,0,1,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,1,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,1,0,0,0,0,0
0,0,3.5,10,5.703782475,0,1,0,0,0,0,0
0,0,2.7,128,6.745236349,0,1,0,0,0,0,0
0,0,3.1,6,4.605170186,0,1,0,0,0,0,0
0,0,3.700448818,0,5.857933154,0,1,0,0,0,0,0
1,0,3.8,25,5.857933154,0,0,0,0,1,0,0
1,0,3.6,17,5.703782475,0,0,0,0,1,0,0
1,0,3.6,16,5.703782475,0,0,0,0,0,0,0
1,1,3.8,203,7.090076836,0,0,0,0,0,0,0
1,1,4.1,1077,6.907755279,0,0,0,0,0,0,0
1,0,3.1,68,6.309918278,0,0,0,0,0,0,0
1,0,4.1,185,5.298317367,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.9,40,6.396929655,0,0,0,0,1,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.6,43,6.396929655,0,0,0,0,0,0,0
1,0,3.7,17,5.298317367,0,0,0,0,0,0,0
1,1,3.7,36,6.476972363,0,0,0,0,0,0,0
1,0,3.1,22,5.991464547,0,0,0,0,0,0,0
1,0,3.6,16,6.214608098,0,0,0,0,0,0,0
1,0,3.3,7,6.309918278,0,0,0,0,0,0,0
1,0,3,23,5.991464547,0,0,0,0,0,0,0
1,0,3,25,5.703782475,0,0,0,0,0,0,0
0,0,4.1,868,7.090076836,0,1,0,0,0,0,0
0,1,3.8,235,6.907755279,0,0,0,0,0,0,0
0,0,3.1,30,6.907755279,0,1,0,0,0,0,0
0,0,3,98,6.684611728,0,1,0,0,0,0,0
1,0,3.7,30,5.703782475,0,0,0,0,1,0,0
1,0,3.3,4,5.298317367,0,0,0,0,0,0,0
1,0,3.4,19,5.298317367,0,1,0,0,0,0,0
0,0,3.6,11,5.298317367,0,0,0,0,0,0,0
1,0,3.8,75,5.703782475,0,0,0,0,0,0,0
1,0,3.2,9,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.5,35,5.521460918,0,0,0,0,0,0,0
0,0,4.3,141,5.298317367,0,0,0,0,0,0,0
0,0,4,920,6.396929655,0,0,0,0,0,0,0
0,0,3.8,71,7.090076836,0,0,0,0,0,0,0
0,1,4.2,731,6.684611728,0,0,0,0,0,0,0
0,0,4.3,345,5.991464547,0,1,0,0,0,0,0
0,1,4.1,102,6.684611728,0,0,0,0,0,0,0
0,0,4.2,244,6.684611728,0,1,0,0,0,0,0
0,0,4,1047,6.109247583,0,1,0,0,0,0,0
0,0,3.9,56,5.298317367,0,0,0,0,0,0,0
0,1,3.6,571,6.684611728,0,0,0,0,0,0,0
0,0,3.8,39,5.703782475,0,1,0,0,0,0,0
0,0,3.5,21,6.109247583,0,0,0,0,0,0,0
0,0,3.4,22,5.991464547,0,0,0,0,0,0,0
0,0,3,27,5.991464547,0,0,0,0,0,0,0
0,0,3.6,31,5.298317367,0,0,0,0,0,0,0
0,0,3.6,299,5.703782475,0,1,0,0,0,0,0
0,0,3.5,9,6.214608098,0,0,0,0,0,0,0
0,0,3,16,5.298317367,0,0,0,0,0,0,0
0,0,3.7,22,6.214608098,0,1,0,0,0,0,0
0,0,3.8,39,5.857933154,0,1,0,0,0,0,0
0,0,3.3,5,5.703782475,0,0,0,0,0,0,0
0,0,4,62,5.010635294,0,0,0,0,0,0,0
0,0,3.5,14,5.298317367,0,1,0,0,0,0,0
0,0,3.6,21,5.298317367,0,0,0,0,0,0,0
0,0,4,66,5.703782475,0,1,0,0,0,0,0
0,0,3.5,12,5.857933154,0,0,0,0,0,0,0
0,0,3.6,15,5.703782475,0,0,0,0,0,0,0
0,0,3.5,31,5.298317367,0,1,0,0,0,0,0
0,0,3.2,59,6.309918278,0,0,0,0,0,0,0
0,0,4,147,5.991464547,0,0,0,0,0,0,0
0,0,3.8,64,5.521460918,0,1,0,0,0,0,0
0,0,3.8,38,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.7,39,6.856461985,0,1,0,0,0,0,0
0,0,3.6,13,4.605170186,0,0,0,0,0,0,0
0,0,3.4,7,6.396929655,0,0,0,0,0,0,0
0,0,3.7,65,5.703782475,0,1,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,1,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,1,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,1,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,1,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,1,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.7,26,5.703782475,0,0,0,0,0,0,0
0,0,3.6,13,5.991464547,0,0,0,0,0,0,0
0,0,3.5,13,5.703782475,0,1,0,0,0,0,0
0,0,3.4,21,6.476972363,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,1,0,0,0,0,0
0,0,3.3,4,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.1,29,5.010635294,0,1,0,0,0,0,0
0,0,3.3,17,5.298317367,0,1,0,0,0,0,0
0,0,2.9,25,5.298317367,0,1,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,1,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.3,4,5.991464547,0,0,0,0,0,0,0
0,0,3.3,5,5.857933154,0,0,0,0,0,0,0
0,0,3,7,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.6,31,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,1,0,0,0,0,0,0
0,0,3.2,6,5.991464547,0,0,0,0,0,0,0
1,0,3.5,41,5.991464547,0,0,0,0,0,0,0
1,0,3.9,60,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,1,0,0,0,0,0
1,0,3.8,109,6.214608098,0,0,0,0,0,0,0
1,0,3.9,193,5.991464547,0,0,0,0,0,0,0
1,0,3.8,59,6.620073207,0,1,0,0,0,0,0
1,0,3.4,20,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
1,0,3.8,186,6.214608098,0,0,0,0,0,0,0
1,0,3.3,4,4.605170186,0,0,0,0,1,0,0
1,0,3.3,4,5.010635294,0,0,0,0,1,0,0
1,0,3.9,20,6.684611728,0,0,0,0,0,0,0
1,0,3.6,10,4.605170186,1,0,0,0,0,0,0
0,0,4.2,502,5.010635294,0,0,0,0,1,0,0
0,0,4.3,372,5.991464547,0,0,0,0,1,0,0
0,0,4,98,5.991464547,0,0,0,0,1,0,0
1,0,3.9,56,5.991464547,0,0,0,0,1,0,0
0,0,3.9,48,5.298317367,0,0,0,0,1,0,0
0,0,3.9,95,5.991464547,0,0,0,0,1,0,0
1,0,4,43,5.521460918,0,0,0,0,1,0,0
0,0,3.7,25,5.521460918,0,0,0,0,1,0,0
1,0,4,73,5.703782475,0,0,0,0,1,0,0
1,0,3.8,36,5.298317367,0,0,0,0,1,0,0
1,0,4,219,6.396929655,0,0,0,0,1,0,0
0,0,3.6,16,5.010635294,0,0,0,0,1,0,0
0,0,3.6,8,5.521460918,0,0,0,0,1,0,0
1,0,3.8,71,5.991464547,0,0,0,0,1,0,0
1,0,3.8,21,5.298317367,0,0,0,0,1,0,0
1,0,4.1,216,6.214608098,0,0,0,0,1,0,0
0,0,3.6,46,5.298317367,0,0,0,0,1,0,0
1,0,3.3,13,5.703782475,0,0,0,0,1,0,0
0,0,3.7,16,5.521460918,0,0,0,0,1,0,0
1,0,4.1,46,5.991464547,0,0,0,0,1,0,0
1,0,2.7,97,5.991464547,0,0,0,0,1,0,0
0,0,3.7,33,5.521460918,0,0,0,0,1,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,1,0,0
1,0,3.3,9,5.521460918,0,0,0,0,1,0,0
1,0,3.8,41,5.010635294,0,0,0,0,1,0,0
1,0,3.7,22,5.521460918,0,0,0,0,1,0,0
1,0,3.8,15,5.991464547,0,0,0,0,1,0,0
1,0,3.3,41,5.991464547,0,0,0,0,1,0,0
1,0,3.6,23,4.605170186,0,0,0,0,1,0,0
1,0,3.6,69,6.109247583,0,0,0,0,1,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,1,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,1,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,1,0,0
1,0,3.5,11,5.298317367,0,0,0,0,1,0,0
1,0,3.6,27,5.521460918,0,0,0,0,1,0,0
1,0,3.700448818,0,4.605170186,0,0,0,0,1,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,1,0,0
0,0,3.2,4,5.010635294,0,0,0,0,1,0,0
0,0,3.5,15,5.991464547,0,0,0,0,1,0,0
0,0,3.700448818,0,6.476972363,0,0,0,0,1,0,0
1,0,3.8,78,5.703782475,0,0,0,0,1,0,0
0,1,4.3,633,6.684611728,0,0,0,0,0,0,0
0,0,4.5,197,5.991464547,0,0,0,0,0,0,0
0,0,4.3,141,5.298317367,0,0,0,0,0,0,0
1,0,4,1778,5.298317367,0,0,0,0,0,0,0
0,0,4.4,366,5.010635294,0,0,0,0,0,0,0
0,0,4.2,223,6.684611728,0,0,0,0,0,0,0
0,0,4.2,820,5.521460918,0,0,0,0,0,0,0
0,0,4.4,356,5.010635294,0,1,0,0,0,0,0
1,0,4.4,356,5.991464547,0,0,0,0,0,0,0
0,0,3.9,56,5.298317367,0,0,0,0,0,0,0
1,0,4.2,95,5.991464547,0,0,0,0,0,0,0
1,0,4.2,228,6.214608098,0,0,0,0,0,0,0
1,0,3.8,152,5.857933154,0,0,0,0,0,0,0
1,0,4.1,438,6.214608098,0,0,0,0,0,0,0
0,0,4.1,108,6.551080335,0,0,0,0,0,0,0
1,0,4.3,860,6.214608098,0,1,0,0,0,0,0
1,0,3.8,32,5.521460918,0,0,0,0,0,0,0
1,0,3.5,56,5.991464547,0,0,0,0,0,0,0
1,0,3.7,47,5.991464547,0,0,0,0,0,0,0
1,0,3.8,918,6.684611728,0,1,0,0,0,0,0
1,0,4,253,5.703782475,0,0,0,0,0,0,0
0,0,3.8,39,5.703782475,0,1,0,0,0,0,0
1,0,2.9,23,5.521460918,0,0,0,0,0,0,0
1,0,4,115,5.991464547,0,1,0,0,0,0,0
1,0,3.6,27,5.298317367,0,0,0,0,0,0,0
1,0,3.9,210,5.991464547,0,0,0,0,0,0,0
0,0,3.8,20,5.991464547,0,0,0,0,0,0,0
1,0,3.3,7,6.309918278,0,0,0,0,0,0,0
1,0,4.1,210,5.010635294,0,0,0,0,0,0,0
0,0,3.7,46,5.991464547,0,1,0,0,0,0,0
1,0,3.8,144,6.551080335,0,1,0,0,0,0,0
0,0,3.7,15,4.605170186,0,0,0,0,0,0,0
0,0,3.7,44,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,4.2,249,5.703782475,0,0,0,0,0,0,0
0,0,3.5,14,5.298317367,0,1,0,0,0,0,0
0,0,4.1,59,5.298317367,0,0,0,0,0,0,0
0,0,4,66,5.703782475,0,1,0,0,0,0,0
0,0,4,147,5.991464547,0,0,0,0,0,0,0
0,0,3.8,64,5.521460918,0,1,0,0,0,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,3.6,14,5.857933154,0,1,0,0,0,0,0
0,0,3.4,7,6.396929655,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,1,0,0,0,0,0
1,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
1,0,3.4,20,5.991464547,0,0,0,0,0,0,0
1,0,3.9,70,5.991464547,0,1,0,0,0,0,0
0,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,1,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,1,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,3.5,35,5.703782475,0,0,0,0,0,0,0
1,0,4.1,204,5.703782475,0,0,0,0,0,0,0
0,0,3.7,26,5.703782475,0,0,0,0,0,0,0
0,0,3.6,13,5.991464547,0,0,0,0,0,0,0
0,0,3.5,13,5.703782475,0,1,0,0,0,0,0
0,0,3.9,16,5.298317367,0,0,0,0,0,0,0
0,0,3.4,7,5.010635294,0,1,0,0,0,0,0
0,0,2.9,25,5.298317367,0,1,0,0,0,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
0,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
0,0,3.2,17,5.010635294,0,1,0,0,0,0,0
1,0,3.9,750,6.214608098,0,0,0,0,1,0,0
0,1,4.3,1037,6.907755279,0,0,0,0,1,0,0
1,0,4,232,6.620073207,0,0,0,0,1,0,0
0,0,3.8,166,6.396929655,0,0,0,0,1,0,0
0,0,3.9,153,5.857933154,0,0,0,0,1,0,0
1,1,4.6,1755,6.396929655,0,0,0,0,1,0,0
0,0,4.1,428,6.907755279,0,0,0,0,1,0,0
1,0,3.8,469,6.620073207,0,0,0,0,1,0,0
1,0,3.9,240,6.551080335,0,0,0,0,1,0,0
1,0,3.8,527,6.214608098,0,0,0,0,1,0,0
1,0,4.1,364,6.309918278,0,0,0,0,1,0,0
0,0,2.7,377,7.003065459,0,0,0,0,1,0,0
0,0,3.8,148,6.309918278,0,0,0,0,1,0,0
1,0,3.8,286,6.396929655,0,0,0,0,1,0,0
1,0,3.3,5,6.684611728,0,0,0,0,1,0,0
0,0,3.9,206,6.109247583,0,0,0,0,1,0,0
0,0,3.9,133,6.476972363,0,0,0,0,1,0,0
0,0,3.6,160,6.684611728,0,0,0,0,1,0,0
0,0,3.4,51,5.857933154,0,0,0,0,1,0,0
1,0,4,219,6.396929655,0,0,0,0,1,0,0
0,0,3.9,66,5.991464547,0,0,0,0,1,0,0
0,0,3.4,26,6.551080335,0,0,0,0,1,0,0
0,1,3.7,64,7.696212639,0,0,0,0,1,0,0
1,0,4.1,216,6.214608098,0,0,0,0,1,0,0
1,0,3.7,514,6.396929655,0,0,0,0,1,0,0
1,0,3.7,54,6.396929655,0,0,0,0,1,0,0
1,0,2.7,97,5.991464547,0,0,0,0,1,0,0
0,1,3.8,21,6.684611728,0,0,0,0,1,0,0
1,0,4.1,176,6.684611728,0,0,0,0,1,0,0
1,0,3.8,540,6.476972363,0,0,0,0,1,0,0
1,0,3.4,58,5.991464547,0,0,0,0,1,0,0
0,0,3.7,217,6.109247583,0,0,0,0,1,0,0
1,0,3.4,11,6.684611728,0,0,0,0,1,0,0
1,0,3.4,4,6.214608098,0,0,0,0,1,0,0
0,0,3.7,61,6.396929655,0,0,0,0,1,0,0
1,0,2.8,30,6.802394763,0,0,0,0,1,0,0
0,0,3.9,111,6.551080335,0,0,0,0,1,0,0
1,0,3.9,40,6.396929655,0,0,0,0,1,0,0
0,0,2.9,34,6.620073207,0,0,0,0,1,0,0
0,0,3.700448818,0,6.109247583,0,0,0,0,1,0,0
1,0,3.5,11,5.298317367,0,0,0,0,1,0,0
0,0,3.6,29,6.907755279,0,0,0,0,1,0,0
1,0,3.6,35,6.684611728,0,0,0,0,1,0,0
0,0,3.2,6,4.605170186,0,0,0,0,1,0,0
0,0,3.3,6,6.109247583,0,0,0,0,1,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,1,0,0
0,0,3.8,55,5.703782475,0,0,0,0,0,0,0
0,0,3.6,36,6.802394763,0,0,0,0,1,0,0
0,0,4.5,2896,5.521460918,0,0,0,0,1,0,0
0,0,4.4,4460,5.010635294,0,0,0,0,1,0,0
0,0,4.8,2679,4.605170186,0,0,0,0,1,0,0
1,0,3.9,101,5.010635294,0,0,0,0,1,0,0
1,0,4.1,1720,5.991464547,0,0,0,0,1,0,0
1,0,4.1,558,5.010635294,0,0,0,0,1,0,0
1,0,4.2,64,6.214608098,0,0,0,0,1,0,0
1,0,4.1,449,4.605170186,0,0,0,0,1,0,0
1,0,3.8,319,5.991464547,0,0,0,0,1,0,0
0,0,3.9,100,5.703782475,0,0,0,0,1,0,0
1,0,3.8,58,5.010635294,0,0,0,0,1,0,0
1,0,3.6,276,6.214608098,0,0,0,0,1,0,0
0,0,4.2,253,5.521460918,0,0,0,0,1,0,0
1,0,3.9,47,5.298317367,0,0,0,0,1,0,0
1,0,4.2,444,4.605170186,0,0,0,0,1,0,0
0,0,4.1,279,5.298317367,0,0,0,0,1,0,0
1,0,4.3,275,4.605170186,0,0,0,0,1,0,0
0,0,4.1,238,6.396929655,0,0,0,0,1,0,0
1,0,3.7,93,5.298317367,0,0,0,0,1,0,0
1,0,3.8,74,5.703782475,0,0,0,0,1,0,0
0,0,3.8,124,5.703782475,0,0,0,0,1,0,0
1,0,3.9,18,5.298317367,0,0,0,0,1,0,0
1,0,3.9,770,5.991464547,0,0,0,0,1,0,0
0,0,4.2,257,5.010635294,0,0,0,0,1,0,0
1,0,3.9,49,5.298317367,0,0,0,0,1,0,0
0,0,4.2,196,5.521460918,0,0,0,0,1,0,0
1,0,4,133,5.298317367,0,0,0,0,1,0,0
1,0,4.1,169,6.214608098,0,0,0,0,1,0,0
1,0,3.7,28,4.605170186,0,0,0,0,1,0,0
1,0,3.9,549,5.703782475,0,0,0,0,1,0,0
0,0,4.1,181,4.605170186,0,0,0,0,1,0,0
1,0,3.1,23,5.521460918,0,0,0,0,1,0,0
1,0,2.9,142,6.620073207,0,0,0,0,1,0,0
1,0,3.9,75,5.991464547,0,0,0,0,1,0,0
0,0,3.3,4,5.010635294,0,0,0,0,1,0,0
0,0,3.7,32,5.703782475,0,0,0,0,1,0,0
1,0,3.7,50,5.703782475,0,0,0,0,1,0,0
0,0,2.8,34,5.298317367,0,0,0,0,1,0,0
0,0,4,53,5.703782475,0,0,0,0,1,0,0
1,0,3.6,13,4.605170186,0,0,0,0,1,0,0
1,0,3.6,7,5.703782475,0,0,0,0,1,0,0
1,0,3.8,177,6.214608098,0,0,0,0,1,0,0
0,0,4.2,280,5.010635294,0,0,0,0,1,0,0
1,0,3.3,5,5.298317367,0,0,0,0,1,0,0
0,0,3.5,4,4.605170186,0,0,0,0,1,0,0
0,0,3.3,8,5.703782475,0,0,0,0,1,0,0
0,0,3.7,8,4.605170186,0,0,0,0,1,0,0
0,0,3.5,5,5.010635294,0,0,0,0,1,0,0
0,0,4.1,52,5.010635294,0,0,0,0,1,0,0
1,0,3.5,68,5.521460918,0,0,0,0,1,0,0
0,0,3.6,16,4.605170186,0,0,0,0,1,0,0
1,0,3.5,160,5.991464547,0,0,0,0,1,0,0
1,0,3.9,142,5.298317367,0,0,0,0,1,0,0
0,0,2.7,51,6.396929655,0,0,0,0,1,0,0
0,0,2.5,35,5.298317367,0,0,0,0,1,0,0
0,0,4,65,5.298317367,0,0,0,0,1,0,0
1,0,3.4,6,6.214608098,0,0,0,0,0,0,0
1,0,3.2,10,5.298317367,0,0,0,0,1,0,0
0,0,3.1,4,5.298317367,0,0,0,0,1,0,0
1,0,2.6,72,5.703782475,0,0,0,0,1,0,0
1,0,3.8,57,5.298317367,0,0,0,0,1,0,0
1,0,3.8,25,5.857933154,0,0,0,0,1,0,0
1,0,3.2,4,4.605170186,0,0,0,0,1,0,0
1,0,3.9,34,5.298317367,0,0,0,0,1,0,0
0,0,3.6,46,6.109247583,0,0,0,0,1,0,0
0,0,3.8,150,5.010635294,0,0,0,0,1,0,0
0,0,3.1,12,5.010635294,0,0,0,0,1,0,0
1,0,3.3,4,5.703782475,0,0,0,0,1,0,0
0,0,3.7,16,5.010635294,0,0,0,0,1,0,0
0,0,3.6,13,5.298317367,0,0,0,0,1,0,0
0,0,2.9,16,5.010635294,0,0,0,0,1,0,0
0,0,3.5,13,5.703782475,0,0,0,0,1,0,0
0,0,3.7,29,5.010635294,0,0,0,0,1,0,0
0,0,3.3,6,5.010635294,0,0,0,0,1,0,0
0,0,3.6,34,4.605170186,0,0,0,0,1,0,0
0,0,3.2,9,5.703782475,0,0,0,0,1,0,0
0,0,3.3,6,5.010635294,0,0,0,0,1,0,0
0,0,3.2,4,4.605170186,0,0,0,0,1,0,0
0,0,3.4,6,5.703782475,0,0,0,0,1,0,0
0,0,3.2,4,5.521460918,0,0,0,0,1,0,0
0,0,3.3,5,5.521460918,0,0,0,0,1,0,0
0,0,3.2,4,5.991464547,0,0,0,0,1,0,0
0,0,3.9,26,5.703782475,0,0,0,0,1,0,0
1,0,3.3,12,5.298317367,0,0,0,0,1,0,0
0,0,3.6,22,5.010635294,0,0,0,0,1,0,0
1,0,3.8,166,6.396929655,0,0,0,0,1,0,0
1,0,3.6,18,5.703782475,0,0,0,0,1,0,0
0,0,3.1,9,5.703782475,0,0,0,0,1,0,0
1,0,3.3,34,5.298317367,0,0,0,0,1,0,0
1,0,4,157,6.396929655,0,0,0,0,1,0,0
0,0,3.2,6,4.605170186,0,0,0,0,1,0,0
1,1,4.2,2049,6.907755279,0,0,0,0,0,0,0
1,0,4.5,4569,6.396929655,0,0,0,0,0,0,0
1,1,4.1,1903,7.090076836,0,0,0,0,0,0,0
0,1,4.1,2359,6.856461985,0,0,0,0,0,0,0
1,1,4.3,1302,6.684611728,0,0,0,0,0,0,0
1,1,4.1,2365,7.313220387,0,0,0,0,0,0,0
0,1,4.3,1278,6.907755279,0,0,0,0,0,0,0
1,0,4.2,109,6.684611728,0,0,0,0,0,0,0
1,1,4.1,336,6.551080335,0,0,0,0,0,0,0
1,1,4.3,1161,7.170119543,0,0,0,0,0,0,0
0,0,4.2,760,5.857933154,0,0,0,0,0,0,0
1,0,4,201,6.684611728,0,0,0,0,0,0,0
1,0,3.7,429,6.551080335,0,0,0,0,0,0,0
0,0,4.2,737,6.214608098,0,0,0,0,0,0,0
1,1,4.1,682,6.907755279,0,0,0,0,0,0,0
1,1,4.1,1008,7.313220387,0,0,0,0,0,0,0
1,0,4.1,825,5.991464547,0,0,0,0,0,0,0
1,0,4.2,325,5.857933154,0,1,0,0,0,0,0
1,0,4.4,5060,6.620073207,0,0,0,0,0,0,0
1,1,4.1,804,6.684611728,0,1,0,0,0,0,0
1,1,4,884,6.802394763,0,0,0,0,0,0,0
0,0,4,950,6.396929655,0,0,0,0,0,0,0
1,0,4.1,631,6.620073207,0,0,0,0,0,0,0
0,1,4.2,731,6.684611728,0,0,0,0,0,0,0
1,1,4.1,442,7.090076836,0,0,0,0,0,0,0
1,1,4.2,354,6.684611728,0,1,0,0,0,0,0
0,1,4.1,102,6.684611728,0,0,0,0,0,0,0
1,1,4.1,364,7.090076836,0,0,0,0,0,0,0
1,0,4,465,6.396929655,0,0,0,0,0,0,0
1,0,3.8,242,6.476972363,0,0,0,0,0,0,0
1,1,4.2,2115,6.684611728,0,1,0,0,0,0,0
0,0,4.2,223,6.684611728,0,0,0,0,0,0,0
1,0,4.3,322,5.991464547,0,0,0,0,0,0,0
1,1,4.1,1063,7.090076836,0,0,0,0,0,0,0
1,0,4.4,181,5.521460918,0,0,0,0,0,0,0
0,0,4.2,244,6.684611728,0,1,0,0,0,0,0
0,0,3.9,284,6.109247583,0,0,0,0,0,0,0
1,0,3.9,221,6.551080335,0,0,0,0,0,0,0
0,0,4.1,868,7.090076836,0,1,0,0,0,0,0
0,0,4.1,707,6.745236349,0,0,0,0,0,0,0
1,0,4.2,261,6.551080335,0,0,0,0,0,0,0
0,1,3.8,977,7.170119543,0,1,0,0,0,0,0
1,1,4.2,150,6.396929655,0,1,0,0,0,0,0
1,1,4.2,1901,6.684611728,0,0,0,0,0,0,0
0,0,4,104,6.476972363,0,0,0,0,0,0,0
1,0,4,324,6.551080335,0,1,0,0,0,0,0
1,0,4.6,228,5.991464547,0,0,0,0,0,0,0
1,0,4.2,504,6.309918278,0,1,0,0,0,0,0
0,1,4,370,6.907755279,0,0,0,0,0,0,0
1,0,4.2,1647,6.396929655,0,1,0,0,0,0,0
1,0,4.1,130,6.476972363,0,0,0,0,0,0,0
1,1,4.2,815,6.802394763,0,0,0,0,0,0,0
0,0,4.2,380,5.991464547,0,0,0,0,0,0,0
0,1,3.6,571,6.684611728,0,0,0,0,0,0,0
1,1,3.5,431,6.684611728,0,0,0,0,0,0,0
1,0,4,1778,5.298317367,0,0,0,0,0,0,0
0,0,4.1,108,6.551080335,0,0,0,0,0,0,0
1,0,4,136,5.857933154,0,0,0,0,0,0,0
1,1,4.1,553,6.802394763,0,0,0,0,0,0,0
1,0,3.9,14,6.396929655,0,0,0,0,0,0,0
1,0,3.9,135,6.684611728,0,1,0,0,0,0,0
1,0,3.8,918,6.684611728,0,1,0,0,0,0,0
1,0,3.8,59,6.620073207,0,1,0,0,0,0,0
0,0,3.8,71,7.090076836,0,0,0,0,0,0,0
0,0,3.7,38,5.857933154,0,0,0,0,0,0,0
1,0,3.9,233,6.684611728,0,0,0,0,0,0,0
1,0,3.6,105,6.551080335,0,1,0,0,0,0,0
1,0,3.5,13,5.703782475,0,0,0,0,0,0,0
1,0,3.8,155,6.109247583,0,0,0,0,0,0,0
0,0,3.5,21,6.109247583,0,0,0,0,0,0,0
0,0,4.4,134,5.010635294,0,0,0,0,0,0,0
1,0,3.8,90,6.476972363,0,1,0,0,0,0,0
1,0,3,73,6.214608098,0,0,0,0,0,0,0
1,0,3.9,144,6.309918278,0,0,0,0,0,0,0
0,1,3.7,151,7.207859871,0,0,0,0,0,0,0
0,0,4,1047,6.109247583,0,1,0,0,0,0,0
1,1,4,633,6.684611728,0,1,0,0,0,0,0
0,0,3.5,334,6.396929655,0,0,0,0,0,0,0
1,0,3.8,133,5.703782475,0,1,0,0,0,0,0
0,0,3.4,22,5.991464547,0,0,0,0,0,0,0
0,0,3.9,36,5.521460918,0,0,0,0,0,0,0
0,0,3.8,68,5.991464547,0,0,0,0,0,0,0
1,0,3.9,49,5.298317367,0,0,0,0,0,0,0
0,0,3.7,43,6.551080335,0,1,0,0,0,0,0
0,0,3.7,46,5.991464547,0,1,0,0,0,0,0
0,0,4.2,421,4.605170186,0,0,0,0,0,0,0
1,0,3.8,339,5.991464547,0,0,0,0,0,0,0
0,0,3,27,5.991464547,0,0,0,0,0,0,0
1,0,3.8,144,6.551080335,0,1,0,0,0,0,0
1,0,3.9,888,6.620073207,0,1,0,0,0,0,0
